,Title,Tags,Related,Page1
163,Four Keys to Accelerating Your AWS Cloud Journey,CLOUD,"51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ INTELLIGENCE,  HOMELAND SECURITY,  CLOUD 5 Data Center Best Practices That Have Nothing To Do With Technology 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE Enabling JADC2: How ICAM is Advancing Information Sharing","LATEST LATEST Four Keys to Accelerating Your AWS Cloud Journey By  Neil Kronimus, Senior Director, Cloud Center of Excellence, GDIT, and Dr. Matt McFadden, Senior Director, Cyber Neil Kronimus, Senior Director, Cloud Center of Excellence, GDIT, and Dr. Matt McFadden, Senior Director, Cyber Center of Excellence, GDIT Center of Excellence, GDIT July 29th, 2019 Whether you’re managing one workload or fifty thousand, the right strategy for your agency’s AWS cloud will feature the same basic tenets. Lessons from today’s largest AWS ecosystems reveal the core elements of advanced cloud brokerage from orchestrated governance to layered security. GDIT brings the real-world experience, operating more than 30 cloud brokerage programs on Amazon Web Services (AWS) and managing more than 50,000 cloud instances across a wide variety of government agencies. What lessons can organizations of every size take from one of the largest AWS implementations to use within their own environments? When a customer asks for our first-hand view of working with the government to provide AWS at scale, we often begin with our four key tenets of cloud brokerage: Governance, Brokerage, Automation and Security. Enterprises that address these critical areas position themselves to realize the cost savings, agility and other benefits the AWS cloud can offer. Whether you’re focusing on the business side (e.g., cost control) or on the technical side (e.g., identity and access management), you can use these ideas to create a seamless cloud strategy that works for the enterprise as a whole, no matter the scope and make-up of your cloud infrastructure. The goal is to make things as simple as possible for your users while reducing risks and ensuring the right security to prevent data leakage. Governance Governance When it comes to the first tenet, Governance, it’s important to ensure compliance that includes the implementation of policy- based enforcement and control of cloud resources, providing set workflows and checkpoints for service orders. Another essential is a cloud cost optimization tool for invoicing and billing, cost allocation, right sizing and best practices to help maximize the business value of cloud and efficiently allocate resources. That’s not always easy when you have thousands of discrete AWS billing statements and need to untangle orders and internal chargebacks. With so many statements, the use of a standardized tagging taxonomy simplifies the task. Additionally, incorporating transparency into your service level agreements (SLAs) across multi-clouds is critical, providing one unified view, potentially by integrating your legacy SLA tools with new cloud assets. Brokerage Brokerage In terms of Brokerage, we again want to keep things simple for the customer. We do that by implementing provisioning services to manage resources across multiple environments and keep track of user actions. Cloud services are managed through an intuitive"
164,On-Demand Webinar: milCloud® 2.0: Powering the Future of Cloud Storage,"CLOUD ,  DEFENSE","51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ INTELLIGENCE,  HOMELAND SECURITY,  CLOUD 5 Data Center Best Practices That Have Nothing To Do With Technology 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE Enabling JADC2: How ICAM is Advancing Information Sharing","LATEST LATEST On-Demand Webinar: milCloud  2.0: Powering the Future of Cloud Storage By  GDIT GDIT November 10th, 2020 ® GDIT recently hosted our third webinar as part of our  Digital Bootcamp Series  on our innovative  milCloud  2.0   platform – the cloud designed specifically for the warfighter. This session focused specifically on outcomes and accessibility, and how milCloud  2.0 delivers on both. Together, Eric McGrane of GDIT, Nick Psaki of  Pure Storage  and Paul Thuman of  Cloudian  talked about how, with milCloud  2.0, users have access to data-centric architectures that support varying data volumes, velocities, varieties and veracities. The group also talked about how to use milCloud  2.0 to accelerate application development, enable agility in hybrid cloud and DevOps environments, modernize data protection efforts, and more. From the session: “In a cloud environment, what the customer needs is the availability of all the primary, data, compute and networking services and the ability to compose them to meet their mission needs… milCloud  2.0 gives customers the opportunity to simply leverage the infrastructure as a set of services without having to build or architect an in-house solution from scratch. It saves a tremendous amount of time and [brings the] focus on what’s really important which is delivering mission results, delivering operational capability and delivering continuity.” For more great insights like this, be sure to  For more great insights like this, be sure to  watch the full session watch the full session  here – and   here – and  be sure to register be sure to register  for our next webinar,  for our next webinar, which will focus on migrating to VMware on milCloud which will focus on migrating to VMware on milCloud  2.0.  2.0. Learn more about milCloud Learn more about milCloud  2.0  2.0 . . ® ® ® ® ® ® ® ® ®"
165,GDIT Tech Talks:  It's the season of giving back.,CORPORATE CITIZENSHIP,"6 MIN READ OUR CULTURE,  CORPORATE CITIZENSHIP GDIT Cares: A Year in Review 3 MIN READ ENVIRONMENT,  CORPORATE CITIZENSHIP,  CIVIL Addressing Environmental Justice Internally and With Our Clients ARTICLE ENVIRONMENT,  CORPORATE CITIZENSHIP Renewing Focus on Climate Change ARTICLE CORPORATE CITIZENSHIP A Year of Giving Back","LATEST LATEST GDIT Tech Talks:  It's the season of giving back. By  Lisa Iannarino, Manager, Giving and Inclusion, Rob Rabinek, Volunteer Champion, VP, Contracts, Intelligence and Lisa Iannarino, Manager, Giving and Inclusion, Rob Rabinek, Volunteer Champion, VP, Contracts, Intelligence and Homeland Security Homeland Security December 18th, 2019 ""It builds that community and connection, and our employees...they're so driven by the mission of GDIT and the mission of our customers, but also giving them that additional thing to connect to that's important to them makes a huge difference. When we look at us as a company that people want to come work at and want to stay at, giving them those opportunities to engage outside of their day to day job really helps."" - Lisa Iannarino, Manager, Giving & Inclusion Tune in to this  GDIT Tech Talk GDIT Tech Talk  to hear how GDIT employees are empowered to give back to the communities where we live, work and play through our corporate giving and volunteer programs and the connections they discover while participating. GDIT Tech Talks deliver insights into how our 30,000 innovators bring the necessary expertise needed to understand and advance critical missions. We'll dive into technology topics including Cloud, Cyber, Artificial Intelligence and more with a focus on how these technologies can be taken to new heights within the federal space. Check back regularly for new GDIT Tech Talks."
166,Reflections from Women + Technology: EmpowHER,"WOMEN + TECHNOLOGY ,  OUR CULTURE","EVENT WOMEN + TECHNOLOGY,  ARTIFICIAL INTELLIGENCE,  CYBER,  OUR CULTURE Women + Technology: Driving Innovation with Diverse Perspectives 4 MIN READ MPE,  DEFENSE,  ICAM,  ZERO TRUST ICAM/Zero Trust: At the Core of Interoperability in Mission Partner Environments 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 14MIN WATCH INTELLIGENCE,  HOMELAND SECURITY,  DIGITAL MODERNIZATION Biometric Identification:  Not Movie Magic, But a Mosaic of Multi-Factor Authentication Tools","LATEST LATEST Reflections from Women + Technology: EmpowHER By  Carly Glenn Carly Glenn Content Strategist October 18th, 2019 GDIT held the Women + Technology: EmpowHER conference on October 8 at the Fairview Park Marriott. The event was sponsored by major tech players Dell, Hewlett Packard, Microsoft, Splunk and attended by women IT professionals from all over the DC Metro area. The day was dedicated to the empowerment of women at all levels of their IT careers by providing actionable tools, knowledge and networking skills. Kristie Grinnell, GDIT’s VP of IT and Supply Chain and Global CIO shared in her opening remarks that only 29% of the IT workforce is currently filled by women when women make up 50% of the total workforce – that needs to change. She said the purpose of EmpowHER is to demonstrate IT is a great field for women to pursue and to spotlight some of the women already there. “We make sure to show the increase in representation of women in this field, so girls growing up are seeing themselves in these new roles that are being created each and every day in areas like artificial intelligence, robotics processing automation....” Attendees heard from accomplished women in IT, many of whom never thought they would end up there. No woman’s path was the same, but their stories had many overlapping lessons. The event was more than an afternoon of speaker sessions. It was a set of powerful themes for us to take back to our work and personal lives. Tribe The first theme and maybe the most popular throughout the day other than IT was  tribe . Melinda Garvey, founder of AW Media and the keynote speaker, said the fastest way for women to succeed is to find and build a tribe. A tribe is a close group of friends and colleagues who advise each other on career moves and challenges each are facing in their professional and personal lives. When asked by the audience what her number one tip is for handling self-doubt, Melinda said she turns to her  tribe . “There is nothing better than having people who will encourage you and will pick you up off the floor, because this is really hard, and it’s always hard. You get a lot of no’s whenever you’re starting anything…my tribe is critically important.” The act of building a tribe was proactively encouraged as attendees were challenged to connect with five new people via LinkedIn throughout the course of the event."
167,"GDIT Emerge 2019, Our Inaugural Technology Conference","ARTIFICIAL INTELLIGENCE ,  CLOUD ,  CYBER ,  PARTNER ECOSYSTEM  Related","3 MIN READ ARTIFICIAL INTELLIGENCE,  DATA AND ANALYTICS,  HOMELAND … SECURITY,  INTELLIGENCE Applying Geospatial Intelligence and AI/ML to the Climate Change Challenge 3 MIN READ ARTIFICIAL INTELLIGENCE,  APPLICATION SERVICES Will Generative AI Solutions Be Good Partners for Paired Programming? 4 MIN READ ARTIFICIAL INTELLIGENCE ChatGPT: What It Is, What It Does … and What It Doesn’t 5 MIN READ ARTIFICIAL INTELLIGENCE,  HEALTH,  CYBER,  QUANTUM Quantum Computing: What Agencies Need to Know","LATEST LATEST GDIT Emerge 2019, Our Inaugural Technology Conference By  GDIT GDIT May 9th, 2019 GDIT Emerge is back for 2021 as a three-part virtual event series,  GDIT Emerge is back for 2021 as a three-part virtual event series,  learn more learn more . . On Tuesday, April 23rd, we hosted our inaugural technology conference, GDIT Emerge 2019.  The conference brought together the federal IT ecosystem for discussions on AI, Cloud and Cyber, industry trends, and the latest innovations. Leaders from defense, civilian, and intelligence agencies participated alongside GDIT experts and emerging technology partners. If you weren't able to make it or want to relive the presentations watch the posted videos below. Also, our partners at Meritalk captured the biggest takeaways from the day . Plenary Sessions Welcome - Amy Gilliland, President, GDIT Introduction - Yogesh Khanna, Chief Technology Officer, GDIT Opening Keynote - Dawn Meyerriecks, Deputy Director, Science and Technology, CIA Government Keynote - Suzette Kent Federal Chief Information Officer, U.S. Office of Management and Budget Government Executive Panel Innovation-Driven Success - Moderator: Kristie Grinnell, Chief Information Officer, GDIT; Gregory L. Garcia, Deputy Chief Information Officer/G-6, U.S. Army; La'Naia Jones, Deputy Chief Information Officer of the Intelligence Community, Office of the Director of National Intelligence; Dr. John Zangardi, Chief Information Officer, Department of Homeland Security Program Keynote - Dana Deasy, Chief Information Officer, Department of Defense Emerging Tech Mindshare - Joseph Loomis, Founder & CTO, CyberSponse Emerging Tech Mindshare - Bernard Sanders, Co-Founder & CTO, CloudBolt"
168,"GDIT Research Report, Multi-Cloud Defense: Redefining the Cyber Playbook","CLOUD ,  CYBER","51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ INTELLIGENCE,  HOMELAND SECURITY,  CLOUD 5 Data Center Best Practices That Have Nothing To Do With Technology 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE Enabling JADC2: How ICAM is Advancing Information Sharing","LATEST LATEST GDIT Research Report, Multi-Cloud Defense: Redefining the Cyber Playbook By  GDIT GDIT July 27th, 2020 With 81% of Federal agencies using more than one cloud platform, multi-cloud environments are government’s new normal. But how are Feds protecting this rapidly evolving landscape? Are their current cybersecurity tools and strategies adapting fast enough? What steps are they taking to increase visibility, resilience, and control while mitigating risk? In this study, GDIT and Meritalk surveyed 150 Federal cyber leaders to explore cybersecurity challenges and opportunities in multi- cloud environments. The report catalogs current efforts and aspirations to offer Federal IT leaders a path to future-proof multi- cloud cybersecurity. Learn more and download the report Learn more and download the report TAGS TAGS CLOUD ,  CYBER SHARE SHARE Related"
169,Four Key Insights on milCloud® 2.0 Adoption,CLOUD,"51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ INTELLIGENCE,  HOMELAND SECURITY,  CLOUD 5 Data Center Best Practices That Have Nothing To Do With Technology 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE Enabling JADC2: How ICAM is Advancing Information Sharing","LATEST LATEST Four Key Insights on milCloud  2.0 Adoption By  GDIT GDIT May 13th, 2020 ® “With milCloud  2.0, you can have your account up and running within 30 minutes of funding approval. Plus, there are dozens and dozens of security controls that a mission partner will inherit.” Jeffrey Phelan Jeffrey Phelan GDIT On March 25, GDIT and our partners Oracle and Intel  hosted a free, online webinar  to unveil new research about  milCloud  2.0  and its adoption among DoD mission partners. Titled, milCloud  2.0 Quick Start: Overcoming Obstacles, Maximizing Opportunities, the session covered the research findings as well as an overview of milCloud  2.0’s core technology capabilities, its use cases and benefits, and tips on how to navigate the funding process. Here are four key learnings, gleaned from the 175 DoD mission partners surveyed: 86% believe milCloud  2.0 will have a positive impact on DoD missions (with improved infrastructure management and cost reduction cited as top benefits). 38% are in the early stages of adoption, either planning for it or currently in the midst of a migration. 38% already have funding for milCloud  2.0 adoption but nearly as many, 34% are unsure about the status of funding. 25% say adoption within their organizations has been too slow and, again, roughly as many, 29%, are unsure about the pace of adoption. As was discussed during the webinar, research revealed that there is uncertainty around milCloud  2.0 adoption – even as its benefits are beginning to become even more understood. Respondents cited greater education and training and improved access to technical resources as the key drivers necessary to push adoption forward. This is where GDIT wants to help. To-date, alongside our partners, we’ve conducted multiple “bootcamps” to help partners ® ® ® ® ® ® ® ® ®"
170,DISA: milCloud® 2.0 Plays a Key Role in Everything We Do to Improve Delivery of Data to Warfighters,"CLOUD ,  DEFENSE","51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ INTELLIGENCE,  HOMELAND SECURITY,  CLOUD 5 Data Center Best Practices That Have Nothing To Do With Technology 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level 52 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE Enabling JADC2: How ICAM is Advancing Information Sharing","LATEST LATEST DISA: milCloud  2.0 Plays a Key Role in Everything We Do to Improve Delivery of Data to Warfighters By  GDIT GDIT September 29th, 2020 ® During our first-ever milCloud  2.0 Virtual Bootcamp Event, Rory Kinney, with Defense Information Systems Agency’s (DISA) Operations Center said in his keynote, “I have been a fan of milCloud  2.0 from the very beginning.” He went on to say that milCloud  2.0 plays a key role in everything DISA does to improve the delivery of data to warfighters and said it fits right inside the DoD digital transformation strategy. Kinney also predicted milCloud  2.0 to be upgraded in the first quarter of 2021 from FedRAMP Level 5 to Level 6, meaning it would be certified to handle classified data. He said the rating boost would be “coming very soon” and added that “a lot of folks are excited about having that capability.” Want to hear more of what was said?  Read MeriTalk’s full recap  covering Mr. Kinney’s praise for milCloud  2.0, and  watch the keynote  from the event. Learn more about milCloud  2.0 at  milcloud2.com . ® ® ® ® ® ® TAGS TAGS CLOUD ,  DEFENSE SHARE SHARE Related"
171,"Joining the GDIT partner ecosystem: Interview with Alexis Kovalchick, a Senior Account Executive for the IC",PARTNER ECOSYSTEM,"13 MIN WATCH CYBER,  PARTNER ECOSYSTEM The Evolution of Cyber Strategies: Expert Insights from GDIT and IBM 43 MIN WATCH 5G,  PARTNER ECOSYSTEM 5G Is Making Waves at Federal Agencies 22 MIN WATCH CLOUD,  PARTNER ECOSYSTEM 22 MIN WATCH CLOUD,  PARTNER ECOSYSTEM Accelerating the Digital Supply Chain With Innovative Procurement Models WEBINAR CYBER,  PARTNER ECOSYSTEM On-Demand Webinar: Cybersecurity Across Borders","LATEST LATEST Joining the GDIT partner ecosystem: Interview with Alexis Kovalchick, a Senior Account Executive for the IC By  GDIT GDIT October 28th, 2020 “The Government customer that I support has a pretty high small business percentage goal. I’m always looking for somebody who’s new, who has a really good idea and is passionate about what they are doing or are working on.  Somebody who has a lot of value add for not just the bid I’m working on but someone I can create a relationship with to support our business.” Alexis Kovalchick Alexis Kovalchick Senior Account Executive Alexis Kovalchick, Senior Account Executive at GDIT sits down with Lauren Weiner, Co-Founder and CEO of WWC Global to discuss how  small firms  can join the GDIT partner ecosystem. Alexis provides advice and tips on how to define a firm’s value proposition until it is large enough to expand into other specialized areas. She also discusses the best way to approach a large company like GDIT to partner on contracts together. According to Alexis “It’s a team effort with both firms bringing important mission requirements to the table.” From some of the largest technology companies in the world to emerging technology providers,  our partner eco-system cultivates innovation for our customers."
172,milCloud® 2.0 Bootcamps Go Virtual,"CLOUD  ,  DEFENSE  Related","ARTICLE CLOUD ,  DEFENSE GDIT Takes Center Stage at DoD Cloud Exchange ARTICLE CLOUD milCloud® 2.0 Continues to Deliver on Its Secure, Easy to Use and Affordable Value Proposition 4 MIN READ MPE,  DEFENSE,  ICAM,  ZERO TRUST ICAM/Zero Trust: At the Core of Interoperability in Mission Partner Environments 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk","LATEST LATEST milCloud  2.0 Bootcamps Go Virtual By  GDIT GDIT September 23rd, 2020 ® This month, along with our partners at DISA, GDIT hosted the first-ever milCloud  2.0 Virtual Bootcamp Event. This action-packed event highlighted how  milCloud  2.0  is bringing transformative change to missions, and included sessions that: Provided an overview of milCloud Provided an overview of milCloud  2.0’s newest technologies and capabilities.  2.0’s newest technologies and capabilities.  Opening the event, Rory Kinney, Services Executive at the DISA Operations Center, talked about the platform’s balance between on-prem and cloud, and about how it fits inside the DoD digital transformation strategy. “Everything that [we] do to try to improve the delivery of data to warfighters … milCloud  2.0 has a key role in that,” he said. Drilled down into milCloud Drilled down into milCloud  2.0’s data centric architecture  2.0’s data centric architecture  and how it enables DoD mission partners to accelerate cloud adoption, improve data management, and consume services from the data center to the tactical edge. Outlined milCloud Outlined milCloud  2.0’s cloud services portfolio and unique acquisition, pricing, and delivery model,  2.0’s cloud services portfolio and unique acquisition, pricing, and delivery model,  and how mission partners overcame the challenges that come with moving to the cloud. This includes the complexities and cost implications of moving workloads into on-premise and public cloud infrastructures. Discussed milCloud Discussed milCloud  2.0 use cases from DoD mission partners  2.0 use cases from DoD mission partners  in support of the warfighter. These organizations were able to engineer a seamless migration and onboarding experience, working with GDIT to develop a solution that enabled these agencies to meet their missions. Didn’t get to join us live? We’ve got you covered.  Watch the full session on-demand. ® ® ® ® ® ® ® ® ® ® ® TAGS TAGS CLOUD  ,  DEFENSE SHARE SHARE Related"
173,Women + Technology Summit Empowers Women in IT,OUR CULTURE,"2 MIN READ CYBER,  OUR CULTURE AI Powers Up Cyber Resilience: A Look Back at Our Successful Cyber Hackathon 3 MIN READ OUR CULTURE How One GDIT Engineer Is Helping Students Find Their Career Paths 2 MIN READ OUR CULTURE 23 GDIT Engineers to Receive Honors at the 2022 BEYA STEM Conference 3 MIN READ OUR CULTURE Inspiring the Next Generation of STEM Leaders","LATEST LATEST Women + Technology Summit Empowers Women in IT By  GDIT GDIT October 22nd, 2018 Although women make up slightly more than 50 percent of the American population, only 26 percent of professional computing positions in the U.S. workforce were held by women in 2017. And if you continue climbing the ladder, the numbers get worse; only 17 percent of Fortune 500 Chief Information Officer (CIO) positions were held by women in 2017. Those numbers, provided by the National Institute for Women and Information Technology, expose the unfortunate reality that women are not entering the IT field and, when they do, they are not advancing up the ranks of IT departments at the same rate as men. Janice Haith of Oracle, Rachelle Putnam of General Dynamics Land Systems and Kristie Grinnell of General Dynamics IT discuss the challenges they overcame as they progressed through their careers at the Women + Technology Summit. To explore this issue further, and to empower women who want to explore careers in the IT field, General Dynamics Information Technology (GDIT) and HPE collaborated to sponsor the Women + Technology Summit, a one day event designed to give women the actionable tools, knowledge and networking skills needed to grow their IT careers. The Women + Technology Summit was championed by Kristie Grinnell, the Vice President of Supply Chain and Chief Information Officer at GDIT. Grinnell was joined by a number of high ranking female executives from her company, HPE, Oracle and other partners. The event also featured keynote presentations from Teresa Carlson, the Vice President of Worldwide Public Sector at Amazon Web Services and Deborah James, the 23rd Secretary of the United States Air Force. During the Summit, the speakers highlighted the number of opportunities that exist in the IT field across the United States. Speakers encouraged attendees to keep an open mind when approaching IT careers, since not all positions involve coding and software development. They encouraged attendees to explore the opportunities that lie outside of coding – such as project management or marketing IT solutions and products – should they be uninterested in doing such jobs as software development. When it came to advancing within the IT field, one of the common themes across many of the panel discussions and"
174,"Autonomous Cyber: What It Is, What It Delivers, and Why You Need It",CYBER,"51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 3 MIN READ CYBER,  INTELLIGENCE,  HOMELAND SECURITY Maximizing the Defender’s Advantage: Five Steps Cyber Leaders Can Take Today 3 MIN READ CYBER Navigating the National Cyber Strategy: Five Key Takeaways for Agencies 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  AIR FORCE AND SPACE FORCE,  MPE Enabling JADC2: MPE and the Integration of Mission Partners at the Tactical Level","LATEST LATEST Autonomous Cyber: What It Is, What It Delivers, and Why You Need It By  Dr. Matthew McFadden Dr. Matthew McFadden Vice President, Cyber & Distinguished Technologist September 10th, 2020 The options available to agencies to protect and secure their crucial data are greater in number than ever before. Responding to cyber threats or vulnerabilities in real-time is no longer the aspiration, thanks to artificial intelligence and machine learning. But how do agencies use these advances to their advantage, how can they make their cyber initiatives as effective as possible, and what should they know before they begin? For many, Autonomous Cyber is the answer. GDIT’s Cyber Director, Dr. Matt McFadden, recently spoke with Meritalk about Autonomous Cyber, why it’s more important than ever and how the COVID-19 pandemic (and the massive shift to remote working) is affecting agencies’ need to secure their informational assets across multiple platforms and devices. His enlightening Q&A follows below. MeriTalk: MeriTalk:  With so many people teleworking now, organizations have a broader attack surface due to increased use of mobility and cloud solutions. What are some of the top challenges agencies face in this environment? Dr. McFadden: Dr. McFadden:  The main challenge with the increase in telework is that most agencies’ infrastructure wasn’t designed to meet the demand of an almost 100 percent remote user workforce. For some of our customers, we’ve had to work hard to scale their architecture, which could be anything from leveraging the cloud to supplementing the network devices that they have. For example, we had an agency customer that couldn’t provide remote access to their workers and gave us five days to implement a virtual private network (VPN) portal to support thousands of mobile users who couldn’t work from home without it – which we successfully completed. MeriTalk: MeriTalk:  Now that we are a few months into the COVID-19 pandemic, are you still seeing agencies having issues with supporting telework or is it mostly resolved? Dr. McFadden: Dr. McFadden:  I definitely think things have smoothed out a bit since COVID-19 first began affecting the workforce. Agencies are now working on more long-term strategies around the mobile workforce, and how they can scale and provide capabilities to support it over time, even when we all go back to the office. MeriTalk: MeriTalk:  Are there any other challenges that you are seeing, aside from scalability? Dr. McFadden: Dr. McFadden:  There is always the threat aspect you need to look out for in remote environments. Most agency cyber defenders are focused on those big existing perimeters that they’re used to supporting. As they go deeper into this mobile realm, they’re"
175,GDIT Tech Talks: What does AI look like in the federal space?,ARTIFICIAL INTELLIGENCE,"3 MIN READ ARTIFICIAL INTELLIGENCE,  DATA AND ANALYTICS,  HOMELAND … SECURITY,  INTELLIGENCE Applying Geospatial Intelligence and AI/ML to the Climate Change Challenge 3 MIN READ ARTIFICIAL INTELLIGENCE,  APPLICATION SERVICES Will Generative AI Solutions Be Good Partners for Paired Programming? 4 MIN READ ARTIFICIAL INTELLIGENCE ChatGPT: What It Is, What It Does … and What It Doesn’t 5 MIN READ ARTIFICIAL INTELLIGENCE,  HEALTH,  CYBER,  QUANTUM Quantum Computing: What Agencies Need to Know","LATEST LATEST GDIT Tech Talks: What does AI look like in the federal space? By  Yogesh Khanna, GDIT CTO, Brigitte Custer, CTO, Intelligence and Homeland Security Division, and Dave Yogesh Khanna, GDIT CTO, Brigitte Custer, CTO, Intelligence and Homeland Security Division, and Dave Vennergrund, Director of Data Science  Vennergrund, Director of Data Science  September 12th, 2019 ""It'll keep growing. And why is that going to happen? We have better platforms, we have self service tools, we have more data and we have more missions that are appropriate. Back in the day we just thought, oh, we can only use AI for fraud or for image recognition. Well, now we think we can use AI to process travel requests, right? Or to help book a reservation or to help with a call desk. So we're thinking about all these different places where we can apply AI."" - Dave Vennergrund, Director of Data Science Tune into this  GDIT Tech Talk GDIT Tech Talk  to learn more about Artificial Intelligence and what it looks like in the federal space, including challenges to implementation and opportunities to utilize existing resources. GDIT Tech Talks deliver insights into how our 30,000 innovators bring the necessary expertise needed to understand and advance critical missions. We'll dive into technology topics including Cloud, Cyber, Artificial Intelligence and more with a focus on how these technologies can be taken to new heights within the federal space. Check back regularly for new GDIT Tech Talks. We'd love to hear your feedback,  contact us  or message us on your favorite social media platform. You can stream all Tech Talks epsiodes on your favorite podcast platforms like  Spotify  and  Apple ."
176,"GDIT Tech Talks: Yogesh Khanna, GDIT CTO,  shares what innovation means to him",STRATEGY,"ARTICLE DIGITAL MODERNIZATION,  STRATEGY Levers of Change: 5 Elements to Successful Program Transition 4 MIN READ MPE,  DEFENSE,  ICAM,  ZERO TRUST ICAM/Zero Trust: At the Core of Interoperability in Mission Partner Environments 51 MIN WATCH CLOUD,  CYBER,  DEFENSE,  DEE Enabling JADC2: How Digital Engineering Reduces Risk 14MIN WATCH INTELLIGENCE,  HOMELAND SECURITY,  DIGITAL MODERNIZATION Biometric Identification:  Not Movie Magic, But a Mosaic of Multi-Factor Authentication Tools","LATEST LATEST GDIT Tech Talks: Yogesh Khanna, GDIT CTO, shares what innovation means to him By  Yogesh Khanna, GDIT CTO, and John Grim, Vice President, Global Alliances Yogesh Khanna, GDIT CTO, and John Grim, Vice President, Global Alliances August 14th, 2019 “It’s all about disrupting yourself. It takes courage to do that, because human beings are sort of wired to stay on a steady course and certainly our industry rewards consistency and managing risk…implementing innovation in a portfolio sometimes involves taking those risks. It’s that fine balance we have to strike to disrupt ourselves in a very purposeful, deliberate, but pragmatic way.” - Yogesh Khanna, GDIT CTO Introducing the first  GDIT Tech Talk GDIT Tech Talk  – these recorded chats will deliver insights into how GDIT’s 30,000 innovators bring the necessary expertise needed to understand and advance critical missions. We'll dive into technology topics including Cloud, Cyber, Artificial Intelligence and more with a focus on how these technologies can be taken to new heights within the federal space. Check back regularly for new GDIT Tech Talks. Our first episode features Yogesh Khanna, our CTO, in conversation with John Grim, VP, Global Alliances, sharing what innovation means to him. We'd love to hear your feedback,  contact us  or message us on your favorite social media platform. You can stream the epsiode below, or on your favorite podcast platforms like  Spotify  and  Apple . TAGS TAGS STRATEGY"
